EIIN,SIX_AVG,SEVEN_AVG,EIGHT_AVG,NINE_AVG,TEN_AVG,FEM_STD_RATIO,FEM_TCH_RATIO,SESscore_L,SESscore_LM,SESscore_UM,SESscore_U,INSTITUTE NAME,INSTITUTE_TYPE,DIVISION,DISTRICT,THANA,UNION_NAME,MAUZA_NAME,ADDRESS,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AScore,TSR_SCORE,AS_SCORE,SES_SCORE
100180,11.78,12.38,13.56,0,0,0.368,0.167,0.841,0.442,0.235,0.298,UDAYAN  JUNIOR  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,DHALUA,CHARAK GACHHIA,CHARAK  GACHIA,1720510732,CO-EDUCATION JOINT,Junior Secondary,1,0.866547468,0.541399428,0.297062301
100181,10.25,11.12,12.16,13.15,14.1,0.525,0.2,0.634,0.61,0.364,0.436,CHHOTO GOURICHANNA HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,PHULJHURY,CHHOTA GAURICHANNA,CHHOTO GOURICHANNA,1721429599,CO-EDUCATION JOINT,Secondary,1,0.25408571,0.980421367,0.39183391
100182,11.31,11.82,12.22,13.33,13.88,0.509,0.182,0.858,0.424,0.223,0.284,CHALITALI HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,M.BALIATALI,MAITHA,CHLITATALI,1713933440,CO-EDUCATION JOINT,Secondary,1,0.623847378,0.437525351,0.287491756
100183,11.19,12.18,13.26,14.91,15.32,0.502,0.182,0.965,0.252,0.119,0.162,GARJONBUNIA HIGH SCHOOL  AND COLLEGE,School and College,BARISAL,BARGUNA,BARGUNA SADAR,NALTONA,NIOGIR-ABAD,GARJONBUNIA,1916554273,CO-EDUCATION JOINT,Higher Secondary,1,0.583654482,0.524107464,0.197464974
100184,11,12,13,0,0,0.414,0.2,0.856,0.426,0.224,0.285,GAZI MAHMUD JUNIOR HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,NALTONA,GAZI MAMUD,GAZI MAHMUD,1732030578,CO-EDUCATION JOINT,Junior Secondary,1,0.722092618,0.337851661,0.288571943
100185,10.84,12.09,13.12,0,0,0.5,0.167,0.995,0.121,0.052,0.077,BALIATALI C.T. JUNIOR HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,M.BALIATALI,BALIATALI,COTOBALIATALI,1736276696,CO-EDUCATION JOINT,Junior Secondary,1,0.853335499,0.337851661,0.12360419
100186,10.98,12.03,13.04,0,0,0.45,0.2,0.996,0.118,0.051,0.075,RAYBHOGE KADAMTALA JUNIOR SECONDARY SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,DHALUA,DALBHANGA,RAYBHOGE,1724584190,CO-EDUCATION JOINT,Junior Secondary,1,0.808955015,0.322102289,0.121803029
100187,11.28,12.16,13.52,14.51,15.61,0.517,0.182,0.655,0.595,0.352,0.423,RAYER TABAK J S SECONDARY SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,BURIR CHAR,SONATALA,RAYER TABAK,1796293488,CO-EDUCATION JOINT,Secondary,1,0.589261055,0.262412351,0.383105044
100188,10.06,11.06,12.1,13.09,14.31,0.5,0.375,0.486,0.699,0.446,0.52,LEMUA P.K.  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,AYLA PATAKATA,ITABARIA,KADAMTALA,1718228005,CO-EDUCATION JOINT,Secondary,1,0.58435626,0.222816441,0.449463102
100189,11.45,12.13,13.2,14.31,15.71,0.537,0.091,0.977,0.215,0.099,0.137,NAPITKHALI PONCHOGRAM HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,BURIR CHAR,NAPITKHALI,NAPITKHALI,1721987687,CO-EDUCATION JOINT,Secondary,1,0.780114762,0.221680781,0.177537643
100190,10.86,11.87,12.67,13.71,15.6,0.93,0.222,0.994,0.129,0.056,0.082,G N S ADARSHA JR GIRLS  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,NALTONA,GAZI MAMUD,GAZI MAHAMUD,1715588868,GIRLS,Secondary,1,0.852323069,0.208963269,0.128453915
100191,10,10,10,10,10,0.469,0,0.984,0.189,0.085,0.12,PURBO ROYBHOGE  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,DHALUA,CHARAK GACHHIA,RAYBHOGE,1720510730,CO-EDUCATION JOINT,Secondary,1,0.650332067,0.196619901,0.163261781
100192,10.25,11.38,12.27,13.43,14.83,1,0.375,0.822,0.462,0.249,0.313,PURAKATA GIRLS HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,AYLA PATAKATA,PORAKATA,PURAKATA,1727983702,GIRLS,Secondary,1,0.765054044,0.184824186,0.30766594
100193,10.8,11.78,12.24,14.32,14.33,0.556,0.2,0.607,0.627,0.379,0.452,CHOTO LABON GOLA HAZAR BIGHA HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,BURIR CHAR,CHHOTA LABANGOLA,CHOTO LABON GOLA,1728874263,CO-EDUCATION JOINT,Secondary,1,0.604304907,0.184824186,0.402331506
100194,10.62,12.79,13.7,14.67,15.68,0.503,0.091,0.969,0.241,0.113,0.154,MANASATALI LAKURTALA  A B R HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,M.BALIATALI,MAITHA,MANASATALI,1751426977,CO-EDUCATION JOINT,Secondary,1,0.683505167,0.164321075,0.191539246
100195,11.71,12.58,13.56,14.57,16,1,0.333,0.921,0.341,0.17,0.223,SONAKHALI GIRLS  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,WARD NO-03,PURBA KARAITALA,SONAKHALI,1712435879,GIRLS,Secondary,7,0.624984972,0.132484213,0.885924281
100244,11,12,13,14,15.17,0.485,0.091,0.737,0.536,0.304,0.372,KEORABUNIA HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,BURIR CHAR,BURIR CHAR,KEORABUNIA,1726943928,CO-EDUCATION JOINT,Secondary,1,0.703708039,0.608829761,0.348585198
100245,11.03,12.05,13.03,14.05,15.06,0.506,0.214,0.858,0.424,0.223,0.284,ITBARIA KADAMTALA  HIGH SCHOOL,School,BARISAL,BARGUNA,BARGUNA SADAR,AYLA PATAKATA,PORAKATA,KADAMTALA,1712167893,CO-EDUCATION JOINT,Secondary,1,0.553254741,0.658474523,0.287275949
100247,10.42,12.37,12.46,14.09,14.1,0.573,0.143,0.626,0.615,0.368,0.44,B. L. B. JUNIOR HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BETAGI,DAKSHIN BHOLANATHPUR,DHAKHIN BHOLONATPUR,1721800205,CO-EDUCATION JOINT,Secondary,1,0.547660491,0.196652922,0.394755917
100248,10.5,11.51,12.46,13.57,14.43,1,0.294,0.439,0.725,0.473,0.547,KADBHANU MEMORIAL GIRLS HIGH SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,BETAGI,KAZIRABAD,CHANDKHALI,AYLACHANDKHALI,1715008423,GIRLS,Higher Secondary,1,0.61360218,0.489372155,0.46780137
100249,11.13,12.18,13.16,14.07,15.04,0.369,0.125,0.431,0.73,0.478,0.552,SABUJ KANAN SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,BETAGI,KEORABANIA,KEORABUNIA,1718533210,CO-EDUCATION JOINT,Secondary,1,0.197471754,0.192649134,0.471327339
100250,10.7,11.92,12.3,13.27,14.14,0.409,0.167,0.23,0.632,0.605,0.673,BETAGI HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BETAGI,BETAGI,BETAGI,1712434877,CO-EDUCATION JOINT,Secondary,5,0.0594633,0.920676088,0.921608449
100251,10.31,12.25,13.47,14.48,15.27,0.556,0.25,0.875,0.404,0.21,0.269,FULTALA BIBICHINI BIKASH HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BIBICHINI,BIBICHINI,FULTALA,1718924846,CO-EDUCATION JOINT,Secondary,1,0.766571539,0.208963269,0.277008445
100252,11,12,13,14,15,0.471,0.25,0.343,0.71,0.53,0.603,KAUNIA EMDADIA SECODARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,BURA MAZUMDAR,KAUNIA,KAUNIA,1719847400,CO-EDUCATION JOINT,Secondary,1,0.161681511,0.883377493,0.507422722
100253,11.19,12.25,13.25,14.16,15.14,0.482,0.25,0.559,0.656,0.406,0.479,KUMRAKHALI SHASHI BHUSHAN SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,KAZIRABAD,KUMRAKHALI,KUMRAKHALI,1721109860,CO-EDUCATION JOINT,Secondary,1,0.702981953,0.748490775,0.42105421
100254,10.15,12.07,13.08,14.05,15.07,0.541,0.125,0.622,0.617,0.37,0.443,PUTIAKHALI ADARSHA SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,BIBICHINI,GABUA PUTIAKHALI,PUTIAKHALI,1718846656,CO-EDUCATION JOINT,Secondary,1,0.298370962,0.73438653,0.39646317
100255,11.12,11.83,12.18,13.14,14.26,0.214,0.357,0.275,0.666,0.573,0.644,CHANDKHALI ISHAQUE HIGH SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,BETAGI,KAZIRABAD,CHANDKHALI,CHANDKHALI,1716269452,CO-EDUCATION JOINT,Higher Secondary,1,0.318772592,0.944489663,0.537426434
100257,11.04,11.35,12.3,13.16,14.02,0.482,0.182,0.157,0.565,0.662,0.725,MOKAMIA HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,MOKAMIA,CHHOTA MOKAMIA,CHHOTA MOKAMIA,1770225564,CO-EDUCATION JOINT,Secondary,1,0.480928411,0.658605725,0.600550731
100258,10.93,12.58,14.07,15.54,0,0.517,0,0.057,0.418,0.772,0.822,TALGACHIA DESANTERKATI SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,BIBICHINI,TALGACHHIA,TALGACHIA,1713932058,CO-EDUCATION JOINT,Secondary,1,0.494199722,0.60951598,0.684898576
100259,11,12,13,14,15,0.554,0.154,0.39,0.737,0.502,0.575,HOSNABAD ADARSHA SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,HOSNABAD,HOSNABAD,HOSNABAD ADARSHA SECONDARY SCHOOL,1852764979,CO-EDUCATION JOINT,Secondary,1,0.563468326,0.60951598,0.487722975
100260,11.3,11.61,12.35,13.89,14.43,0.564,0.182,0.513,0.683,0.431,0.505,BALAI BUNIA HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BURA MAZUMDAR,BALAIBANIA,BALAI BUNIA,1721059175,CO-EDUCATION JOINT,Secondary,1,0.741068029,0.558613391,0.438958496
100261,10.45,11.47,12.49,13.49,14.48,0.507,0.083,0.498,0.692,0.44,0.513,CHHOPKHALI HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,HOSNABAD,CHHOPKHALI,CHOPKHALI,1717878066,CO-EDUCATION JOINT,Secondary,1,0.786277314,0.558613391,0.444706178
100262,10.98,12.09,13.03,14.31,15.14,0.473,0.167,0.878,0.4,0.207,0.266,JAMIR UDDIN SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,KAZIRABAD,KALIKABARI,KALIKABARI,1721903214,CO-EDUCATION JOINT,Secondary,1,0.694941866,0.541399428,0.274681027
100263,10.42,11.46,12.32,13.44,14.48,0.531,0,0.32,0.696,0.544,0.616,WEST KARUNA HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BURA MAZUMDAR,BAMANER KARUNA,BAMANER KARUNA,1734617284,CO-EDUCATION JOINT,Secondary,1,0.641657466,0.524107464,0.51726881
100264,11.54,12.27,13.26,14.47,14.97,0.556,0.167,0.86,0.422,0.222,0.282,BHORA KALIKABARI HATEM ALI HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,SARISHAMURI,DAKSHIN KALIKABARI,KALIKA BARI,1720300376,CO-EDUCATION JOINT,Secondary,1,0.532324445,0.558613391,0.286413486
100265,11.78,11.36,12.77,13.81,14.47,0.591,0.167,0.702,0.562,0.324,0.395,BHORA SOUTH KALIKABARI ARSHEDIA HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,SARISHAMURI,BHORA,BHORA,1712368253,CO-EDUCATION JOINT,Secondary,1,0.555861837,0.524107464,0.363686849
100266,11.27,12.42,13.25,14.3,15.2,1,0.125,0.81,0.474,0.257,0.322,KAUNIA SECONDARY GIRLS SCHOOL,School,BARISAL,BARGUNA,BETAGI,BURA MAZUMDAR,KAUNIA,KAUNIA,1725680614,GIRLS,Secondary,1,0.629977355,0.506722438,0.313927221
100267,11,12.17,13.15,14.07,15.14,0.479,0.091,0.962,0.261,0.123,0.167,KAZIRHAT HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,BURA MAZUMDAR,DAKSHIN KARUNA,DAKKIN KARUNA,1710830502,CO-EDUCATION JOINT,Secondary,1,0.329956055,0.506722438,0.201892039
100268,10.95,11.03,12.05,13.11,14.04,0.533,0,0.446,0.721,0.469,0.543,KAIALGHATA HIGH SCHOOL,School,BARISAL,BARGUNA,BETAGI,MOKAMIA,KAIALGHATA,KAIALGHATA,1714901517,CO-EDUCATION JOINT,Secondary,1,0.801319927,0.353890175,0.46528435
100269,10.34,11.3,12.34,13.12,14.34,0.487,0.222,0.145,0.553,0.672,0.735,DESHANTARKAT SECONDARY SCHOOL,School,BARISAL,BARGUNA,BETAGI,BIBICHINI,DESANTARKATI,DESHANTER KATHI,1731357233,CO-EDUCATION JOINT,Secondary,1,0.754972254,0.353890175,0.608111601
100270,11.41,12.4,12.87,0,0,1,0.333,0.319,0.695,0.545,0.617,FULTALA NURUNNESSA JUNIOR GIRLS SCHOOL,School,BARISAL,BARGUNA,BETAGI,BIBICHINI,BIBICHINI,FULTALA,1713647120,GIRLS,Junior Secondary,1,0.808595571,0.386776587,0.517773505
100300,10,11,12,13,14,0.536,0.286,0.486,0.699,0.447,0.521,KALMEGHA MUSLIM SECONDARY SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,PATHARGHATA,KALMEGHA,KALMEGHA,KALMEGHA,1714511506,CO-EDUCATION JOINT,Higher Secondary,1,0.410924805,0.914052362,0.449713673
100301,10.33,11.38,12.29,14.24,14.6,0.348,0.2,0.48,0.702,0.45,0.524,MANIKKHALI RAHMANIA HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,NACHNA PARA,MANIKKHALI,MANIKKHALI,1761852896,CO-EDUCATION JOINT,Secondary,1,0.601252209,0.689929384,0.451969711
100302,11.05,12.16,14.18,15.11,15.07,1,0.214,0.998,0.09,0.038,0.058,ANOWER HOSSIN GIRL'S HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,PATHARGHATA,PATHARGHATA   131,1822546454,GIRLS,Secondary,5,0.731495223,0.132484213,0.502623898
100303,11.02,11.93,12.96,13.96,14.82,0.161,0.357,0.216,0.621,0.615,0.682,PATHARGHATA K. M. HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,PATHARGHATA,PATHARGHATA POURASAVA-HOLDING NO.-335.335/1.335/2,1715384128,CO-EDUCATION JOINT,Secondary,5,0.493635841,0.973315758,0.924171384
100304,11.09,12.07,13.04,14.08,15.32,0.499,0.182,0.629,0.613,0.367,0.439,KAKCHIRA SECONDARY SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,PATHARGHATA,KAKCHIRA,KAKCHIRA,KAKCHIRA,1709901805,CO-EDUCATION JOINT,Higher Secondary,1,0.126043593,0.824030569,0.393781248
100305,11.29,12.07,13.04,14.06,15.1,,0.385,0.944,0.299,0.145,0.194,PATHARGHATA ADARSHA GIRLS HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,WARD NO-03,PATHARGHATA (PART),PATHARGHATA,1733252044,GIRLS,Secondary,5,0.958798995,0.524107464,0.692061502
100306,10.17,10.94,11.08,12.04,13.05,0.446,0.167,0.335,0.705,0.535,0.607,TASLIMA MEMORIAL ACADEMY,School,BARISAL,BARGUNA,PATHARGHATA,KALMEGHA,GHUTABACHHA,PATHARGHATA KG SCHOOL ROAD,1710848422,CO-EDUCATION JOINT,Secondary,5,0.638661093,0.173448053,0.902019114
100307,11.04,11.87,12.89,14.12,15.1,0.521,0.25,0.643,0.604,0.359,0.431,CHARDUANI HIGH SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,PATHARGHATA,CHAR DUANI,CHAR DUANTI,CHARDUANI,1726826939,CO-EDUCATION JOINT,Higher Secondary,1,0.362802633,0.914052362,0.388189983
100308,10.19,11.23,12.25,13.16,14.13,0.42,0.091,0.19,0.598,0.635,0.701,LEMUA ADARSHA SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,RAIHANPUR,LEMUA (PART),LEMUA,1719017281,CO-EDUCATION JOINT,Secondary,1,0.468035916,0.734425606,0.580870403
100309,10.74,11.97,12.45,13.56,14.67,0.492,0.417,0.361,0.721,0.519,0.592,NACHNAPARA MANIKKHALI HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,NACHNA PARA,JHAN PARA,GAHAN PARA,1710704513,CO-EDUCATION JOINT,Secondary,1,0.305270587,0.682534018,0.499592823
100311,11,12,13,14,15,0.534,0.091,0.608,0.626,0.378,0.451,K.K. AZIZIA HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,KANTHALTALI,KALIBARI (PART),AZIZABAD,1715798712,CO-EDUCATION JOINT,Secondary,1,0.675781108,0.575717324,0.402086542
100312,10.24,10.31,12.12,13.22,14.09,0.478,0.25,0.404,0,0,0,RUPDHAN BANDAR AMIRIA SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,KAKCHIRA,RUPDON,RUPDHAN,1709901813,CO-EDUCATION JOINT,Secondary,1,0.371497953,0.57408286,0.000662592
100313,11,12.07,13.15,14.25,15.23,0.57,0.2,0.968,0.243,0.114,0.156,HATEMPUR SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,PATHARGHATA,HATEMPUR,1726802074,CO-EDUCATION JOINT,Secondary,1,0.701839318,0.558613391,0.192576972
100314,11.98,12.01,12.93,14.06,14.36,0.488,0.2,0.8,0.483,0.264,0.329,HOGLAPASHA  SURENDRANATH HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,CHAR DUANI,HOGLA PASHA,HOGLAPASHA,1720556411,CO-EDUCATION JOINT,Secondary,1,0.71002115,0.516891125,0.318884785
100315,11.57,11.55,13.31,14.26,15.31,0.535,0.25,0.89,0.385,0.197,0.254,MADERTALI HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,RAIHANPUR,MADARTALI,MADARTALI,1728196499,CO-EDUCATION JOINT,Secondary,1,0.724300863,0.506722438,0.266715823
100316,10.34,11.26,12.03,13.69,14.44,0.545,0.2,0.844,0.439,0.233,0.295,HARITANA  ADARSA SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,HARITANA,HARITANA,1735702372,CO-EDUCATION JOINT,Secondary,1,0.413565987,0.403524152,0.295311399
100317,10,11.71,12,13,14,0.485,0.308,0.434,0.728,0.476,0.55,KIRANPUR HIGH SCHOOL AND COLLEGE,School and College,BARISAL,BARGUNA,PATHARGHATA,KANTHALTALI,KIRANPUR,KIRANPUR,1715436939,CO-EDUCATION JOINT,Higher Secondary,1,0.790537228,0.322102289,0.469815918
100318,11.12,12.11,13.19,14.13,15.12,0.603,0.111,1,0.026,0.011,0.018,SONARBANGLA HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,RAIHANPUR,BETMOR,SHATAKAR BETMOR,1718845718,CO-EDUCATION JOINT,Secondary,1,0.793252615,0.291524476,0.051806061
100319,10.55,11.62,12.26,13.42,13.71,0.553,0.182,0.986,0.178,0.08,0.113,BAIN CHATKI SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,KAKCHIRA,KAKCHIRA,BAINCHATKI,1721961645,CO-EDUCATION JOINT,Secondary,1,0.612873033,0.221680781,0.156943472
100320,10.51,11.49,12.5,13.48,14.37,0.497,0.25,0.999,0.072,0.03,0.046,RUHITA  HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,ROHITA,RUHITA,1725492454,CO-EDUCATION JOINT,Secondary,1,0.112782528,0.221680781,0.090822768
100321,11.33,12.51,13.51,14.16,14.98,1,0.214,0.613,0.623,0.376,0.448,TALUKCHARDUANI SECONDARY GIRLS SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,KANTHALTALI,TALUK CHAR DUANI,TALUKCHARDUANI,1736391069,GIRLS,Secondary,1,0.876432897,0.196652922,0.400128222
100322,11.07,12.09,13.08,14.03,15,0.458,0.111,0.921,0.341,0.17,0.223,GNANPARA KHALIFAR HAT HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,CHAR DUANI,DAKSHIN JHAN PARA,GNANPARA,1714351877,CO-EDUCATION JOINT,Secondary,1,0.416309125,0.184824186,0.243740044
100323,10.58,12.45,12.56,14.77,15.63,1,0.2,0.997,0.098,0.042,0.062,H.K.B JUNIOR GIRLS HIGH SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,HARITANA,HARITANA,1724489473,GIRLS,Junior Secondary,1,0.607351219,0.165326107,0.10899909
100324,11.22,12.39,13.24,14.12,15.3,0.622,0.25,0.949,0.289,0.139,0.187,BARI AZAD SECONDARY SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,PATHARGHATA,BADURTALA,BADURTALA,1720353811,CO-EDUCATION JOINT,Secondary,1,0.482362391,0.143322564,0.21682423
100325,11,12,13,14,15,1,0.571,0.68,0.578,0.337,0.408,D.SAYEDA FIROJA BEGUM SECONDARY GIRLS SCHOOL,School,BARISAL,BARGUNA,PATHARGHATA,RAIHANPUR,LEMUA (PART),LEMUA,1712444509,GIRLS,Secondary,1,0.723985928,0.114714089,0.372996167
100347,11,12,13,14,15,0.526,0.2,0.554,0.66,0.409,0.482,BAKAL NIRANJAN BAIRAGI HIGH SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,BAKAL,BAKAL,BAKAL,17134231483,CO-EDUCATION JOINT,Secondary,1,0.694941866,0.221680781,0.423284126
100348,10,11,12,13,14,1,0.471,0.399,0.741,0.497,0.57,AGAILJHARA SREEMATI MATREE MANGAL GIRLS HIGH SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,GAILA,PASCHIM SUJANKATI,AGAILJHARA,1727429495,GIRLS,Secondary,2,0.559232126,0.70444847,0.609084296
100349,10.72,11.87,12.49,13.72,14.45,0.411,0.421,0.894,0.38,0.194,0.251,GOILA MODEL SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,GAILA,KALU PARA,KALUPARA,1709901852,CO-EDUCATION JOINT,Secondary,1,0.08547706,0.999764231,0.26443209
100350,10.81,11.42,12.26,13.4,14.59,0.132,0.45,0.305,0.686,0.554,0.625,AGAILJHARA BHEGAI HALDER PUBLIC ACADEMY,School,BARISAL,BARISAL,AGAILJHARA,BAKAL,MANASI PHULASREE,AGAILJHARA,1713951559,CO-EDUCATION JOINT,Secondary,2,0.524186634,0.990966747,0.646431866
100356,10.52,11.48,12.2,13.54,14.4,0.45,0.2,0.524,0.677,0.425,0.499,SHERAL ML.  HIGH SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,GAILA,SERAL,SHERAL,1709901862,CO-EDUCATION JOINT,Secondary,1,0.43215738,0.642461859,0.434718398
100357,10.97,12.5,12.93,13.52,15.18,0.396,0.25,0.061,0.428,0.765,0.816,RAMANANDERAK  HIGH SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RAJIHER,RAMANANDERAK,RAMANANDER ANK,1734664016,CO-EDUCATION JOINT,Secondary,1,0.66306785,0.626104093,0.679253572
100358,10.24,11.22,11.95,12.24,13.25,0.425,0.3,0.404,0,0,0,DUMURIA SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,BAKAL,DUMURIA,DUMURIA,1731618275,CO-EDUCATION JOINT,Secondary,1,0.82058347,0.626104093,0.000662592
100359,11.05,12.03,13.02,14.02,15.01,0.518,0.308,0.436,0.726,0.475,0.548,BARPAIKA SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RATNAPUR,BARA PAIKA,BARPAIKA,1712367848,CO-EDUCATION JOINT,Secondary,1,0.280926941,0.609470243,0.469060369
100360,10.84,12.07,12.56,13.65,14.98,0.471,0.2,0.728,0.543,0.309,0.378,KODALDHOA SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,BAKAL,KODAL DHOA,KODALDHOA,1715671404,CO-EDUCATION JOINT,Secondary,1,0.506042162,0.575717324,0.352339282
100361,10.26,11.38,12.24,13.38,14.12,0.584,0.167,0.811,0.472,0.256,0.321,NAGHIRPAR SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,BAGDHA,JOBARPAR,NAGHIRPAR,1720320839,CO-EDUCATION JOINT,Secondary,1,0.786277314,0.558613391,0.313029409
100363,10.29,11.24,12.39,13.41,14.23,0.476,0.222,0.404,0,0,0,RAJIHAR SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RAJIHER,RAJIHAR,RAJIHAR,1790931039,CO-EDUCATION JOINT,Secondary,1,0.562801987,0.541399428,0.000662592
100364,10.67,11.88,12.67,13.8,14.83,1,0.182,0.373,0.728,0.512,0.585,BATRA PREMCHAND GIRLS SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RAJIHER,BHATRA,BATRA,1716848930,GIRLS,Secondary,1,0.841168422,0.524107464,0.494541169
100365,11.13,11.99,12.98,13,14,0.489,0.2,0.374,0.728,0.511,0.584,SAHEBERER HAT SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RATNAPUR,MOLLAH PARA,MOLLAPARA,1716144246,CO-EDUCATION JOINT,Secondary,1,0.742928031,0.524107464,0.494036039
100366,12.84,13.29,14.31,15.4,15.83,1,0.3,0.578,0.645,0.395,0.468,TEMAR MALEKA KHATUN SECONDARY  GIRLS SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,GAILA,TEMAR,TEMAR,1734537573,GIRLS,Secondary,1,0.817457082,0.419751806,0.413639815
100367,11,12,13,0,0,0.309,0.25,0.924,0.336,0.167,0.219,AHUTI BABRA PUBLIC ACADEMY,School,BARISAL,BARISAL,AGAILJHARA,RAJIHER,AHUTI BHATRA,AHUTI BATRA,1710956114,CO-EDUCATION JOINT,Junior Secondary,1,0.592057593,0.291524476,0.241167083
100368,10.27,11.36,12.23,13.24,14.13,0.424,0.182,0.606,0.628,0.379,0.452,KATHIRA ADARSHA BIDDYA NIKETON,School,BARISAL,BARISAL,AGAILJHARA,GAILA,PASCHIM KATHIRA,KATHIRA,1720226756,CO-EDUCATION JOINT,Secondary,1,0.769316637,0.291483587,0.402821549
100369,11.16,12.1,12.72,13.85,14.82,0.564,0.273,0.556,0.658,0.407,0.481,JOBARPAR SECONDARY SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,BAGDHA,JOBARPAR,JOBARPAR,1715087654,CO-EDUCATION JOINT,Secondary,1,0.814585574,0.262412351,0.422292744
100371,10,11,12,13,14,0.511,0,0.808,0.475,0.258,0.323,OICHARMATH HIGH SCHOOL,School,BARISAL,BARISAL,AGAILJHARA,RATNAPUR,TALTA AICHA,OICHARMATH,1731912457,CO-EDUCATION JOINT,Secondary,1,0.450900256,0.247417808,0.314826136
